SMA200,SMA200RATE,EMA50,EMA50RATE,RSI14,WilliamsPctR10,WilliamsPctR60,SOSC20,SOSC20RATE,CCI20,VMA200,VMA200RATE,label
0.0,0.994715058379,0.0172507260124,1.0,0.830531658819,0.00534759358289,0.361296662068,0.735449107626,0.00188791559626,0.734889991256,0.984384537927,0.601547946662,buy
0.00564032988308,0.993403522718,0.0122001202849,0.982361587527,0.829731490663,0.191082802548,0.43742493871,0.720945048508,0.00188712956435,0.736678066842,0.987949277139,0.562999979605,hold
0.0115855424625,0.993864640116,0.0087865370338,0.939393509512,0.830573871004,0.00581395348837,0.464521443956,0.722888170944,0.00188694243046,0.737937095468,0.987823278673,0.547958758409,buy
0.0169667220537,0.996275966298,0.00607793821711,0.902250693006,0.830356284265,0.322580645161,0.586715935165,0.614402592569,0.00188974045564,0.737756329336,0.98884587492,0.51676922333,buy
0.0231405966554,0.992811472843,0.00512013177861,0.872205440716,0.830386709542,0.0833333333333,0.549625523651,0.685468119173,0.00188952757004,0.732696328898,0.990186206429,0.484884720591,buy
0.0295431332795,0.985904736097,0.00343497588224,0.864792162542,0.830801596355,0.100591715976,0.575556464957,0.664589376555,0.00188797578841,0.734272520743,0.993018693685,0.465129642723,hold
0.0359304257687,0.978569997555,0.00218739653138,0.827406428169,0.830962477783,0.201183431953,0.595217337153,0.638691018589,0.00188726301945,0.736541078845,0.997802200669,0.407995758708,buy
0.0421500327749,0.974050061712,0.00167105620768,0.767643260259,0.830995410717,0.112426035503,0.577869508745,0.672163598383,0.00188509148164,0.73711342972,1.0,0.364064312294,buy
0.047958048141,0.972742357407,0.000884390818088,0.681435405312,0.830519228378,0.0606060606061,0.575024517816,0.689275730909,0.00188320665509,0.737719541406,0.998273064502,0.341238985621,strong_buy
0.0538346621138,0.974246372828,0.0,0.577612060821,0.825990913648,0.29012345679,0.634653050107,0.630408556469,0.00188461481606,0.738043073611,0.993029128341,0.33608993263,strong_buy
0.060389640086,0.975031862784,0.000426880229951,0.488113348283,0.824649959582,0.11170212766,0.605425294115,0.706162998864,0.0018842783543,0.736960907213,0.994915974936,0.309087404229,strong_buy
0.0667007119011,0.975010277712,0.000421045876011,0.407550469382,0.829157698478,0.035175879397,0.624535749956,0.68190258758,0.00188393423078,0.737378140147,0.994162592803,0.266084269997,strong_buy
0.0721733563012,0.97939221307,0.000950999692238,0.333206206393,0.826489000531,0.346153846154,0.721273106229,0.56345469719,0.00188433719037,0.738040261038,0.992635741826,0.261153174887,strong_buy
0.0783091205659,0.982154779519,0.00380934692673,0.24466690692,0.828261686195,0.269230769231,0.718960400779,0.591996357525,0.00188425529621,0.737688579317,0.992028444871,0.239435866198,buy
0.0838732297748,0.988647004048,0.00636284916785,0.174005687957,0.829787665443,0.326923076923,0.734516098152,0.570590112274,0.00188336642369,0.736749544851,0.990266814143,0.218359354914,buy
0.0899022850958,0.991323818657,0.00960431897774,0.0818696995036,0.827888992949,0.192307692308,0.698219470947,0.62053801786,0.00188207503056,0.735291625626,0.987239981426,0.168166601525,buy
0.0956264577204,0.995907347022,0.012290552771,0.00946693432532,0.854317338626,0.188461538462,0.697182424455,0.604407109249,0.0018856887765,0.729311318816,0.985278266178,0.129938683261,buy
0.100961904907,1.0,0.0150589537156,0.0,0.835942318863,0.160447761194,0.690960145506,0.612608827935,0.00188739447673,0.745083937035,0.981313097058,0.0681867317777,hold
0.106434549307,0.999025824919,0.0178463163105,0.0205471497282,0.867502785199,0.0,0.69407128498,0.539889238743,0.00188917329906,0.742269704254,0.975387777888,0.0453523164336,hold
0.111937681977,0.992627930322,0.0211412676981,0.0567099894863,0.811048912199,0.119718309859,0.740738377102,0.476211588389,0.00189339943592,0.741127040307,0.968477427231,0.0547775100388,hold
0.117616122197,0.985060529407,0.0258009717116,0.119471510565,0.805898478635,0.25,0.779109097291,0.399000867279,0.00189771367075,0.740206052668,0.960874476311,0.0706307747331,hold
0.123980548484,0.971520058271,0.0315196109653,0.180105200536,0.817052198995,0.397887323944,0.822665049938,0.360797721549,0.00190104719261,0.739462585761,0.956407400258,0.0815052067811,hold
0.130154423086,0.958347485143,0.0386982972924,0.225688624055,0.838867366591,0.426056338028,0.837990748882,0.353520931886,0.00190074305895,0.739792086601,0.948397758636,0.10214534733,hold
0.135947194317,0.946728363735,0.0463918653548,0.253731163042,0.838175008129,0.18661971831,0.770404067434,0.415373644021,0.00189373474522,0.740490802414,0.940483333246,0.121553997775,hold
0.141259775301,0.938298628124,0.0527513111495,0.265772088415,0.838043129416,0.0187265917603,0.739592492068,0.443571203965,0.00189088895011,0.740277315761,0.937503978212,0.112619643508,hold
0.146458025275,0.933295488609,0.0586250469787,0.276871029629,0.835608574088,0.0410256410256,0.827777974567,0.375351300875,0.00188348307268,0.73901367754,0.925518732815,0.134840982654,hold
0.152060244821,0.927329573599,0.0666044983841,0.281466006843,0.836985636527,0.137931034483,0.861853990294,0.340683601628,0.0018647422889,0.735966575023,0.91483390637,0.127245461065,hold
0.157898748457,0.920447269743,0.075890358876,0.286986505112,0.834286392715,0.789325842697,0.930926995147,0.268841033581,0.00188176954585,0.736931183453,0.906564702691,0.0327926714012,hold
0.164400371957,0.910816035304,0.0873543781721,0.343183262317,0.833618030463,1.0,1.0,0.197118532483,0.00174424227057,0.737044304807,0.900130694061,0.0136170300985,hold
0.171466028446,0.894206545727,0.101134149786,0.392712158782,0.834017909045,0.871121718377,0.951163518731,0.246704633702,0.00189667258015,0.737298695019,0.894075202563,0.0171952745253,hold
0.178104849159,0.875940120702,0.113723227001,0.43130295551,0.834817045544,0.883826879271,0.956502199493,0.24040966432,0.00193883878941,0.736708912177,0.880902493361,0.0384525114631,hold
0.184797024345,0.858078994495,0.126762521861,0.490171736459,0.835655619577,0.942857142857,0.974542831686,0.22539273759,0.00204390575965,0.736832420669,0.878056180186,0.0343961368133,hold
0.191847436699,0.837546451574,0.140715865505,0.559244680842,0.834322790133,0.92380952381,0.966978256452,0.232104948744,0.00194788396515,0.73659875599,0.871205046199,0.0527850958655,hold
0.199096022805,0.811493517731,0.154929810291,0.594142625542,0.833831557027,0.88,0.947990753912,0.231673473428,0.00193135768653,0.73483685302,0.86348209674,0.0668116808269,hold
0.206024482081,0.790513178427,0.169039709099,0.618291090279,0.833709684696,0.99,0.995785638103,0.203851704215,0.0011415207345,0.732894350074,0.846209089628,0.117902620163,hold
0.213044406165,0.773246551205,0.184335440345,0.621568510171,0.833763913328,0.941176470588,0.97541218825,0.160127717468,0.00182166746293,0.733395532522,0.833401332506,0.135993813711,hold
0.219553651732,0.759676517215,0.199510594944,0.635660421474,0.833916785814,0.757425742574,0.913246579913,0.278966015422,0.00191758907109,0.736510459492,0.812059070585,0.197076322083,hold
0.225117760941,0.746541571384,0.211153534427,0.650294105203,0.833901825748,0.571078431373,0.847503753754,0.336880882146,0.00188341388765,0.735990003032,0.800227736358,0.213099204242,hold
0.229538560039,0.73905480928,0.221244535763,0.637314051766,0.834256396484,0.530474040632,0.818747318747,0.361701539314,0.00188525411956,0.73336950176,0.796775952293,0.217308989723,hold
0.233883138462,0.735804835053,0.230947552561,0.619312152792,0.834376965164,0.38784067086,0.745549120549,0.424881393922,0.00188551360546,0.736863686505,0.794507197304,0.195445976828,buy
0.237640817695,0.73450273388,0.238947424206,0.621478378963,0.833970995067,0.417153996101,0.746491182302,0.430146381806,0.00188418281977,0.737155971765,0.793595208406,0.167298613529,buy
0.241261299715,0.732026227883,0.247068358694,0.617704070262,0.834001414812,0.494017094017,0.749034749035,0.427889958427,0.00188936392969,0.736143266333,0.792237137983,0.161122184749,buy
0.24480556106,0.728638314907,0.255727026137,0.626590174903,0.833750498962,0.498344370861,0.743099759992,0.413814110662,0.00188919549116,0.73584224758,0.790559767098,0.149186840108,buy
0.248532752024,0.721563914968,0.264502866856,0.635939353701,0.834037785262,0.57119205298,0.780405405405,0.381287599931,0.00189624547207,0.735326023713,0.785373221543,0.141824608372,buy
0.252884952515,0.712424710932,0.274773760771,0.655148447491,0.834282788522,0.637417218543,0.814319628509,0.349860072311,0.001901605834,0.734730972227,0.780741017066,0.145705420656,buy
0.257442948825,0.698317362755,0.286417186451,0.676726651718,0.834138328763,0.620860927152,0.805841072733,0.206212450476,0.00328676013612,0.732894012061,0.768980638497,0.177972453283,buy
0.262039055473,0.683043954677,0.298178271602,0.671807719149,0.83424056809,1.0,1.0,0.0,0.00188591276107,0.727374580593,0.735635131398,0.283305014288,strong_buy
0.266711382795,0.672422721288,0.31043624923,0.627937101071,0.834755227155,0.94776119403,0.982541547759,0.19676902239,0.00168581993774,0.728539970621,0.724702481883,0.304716865081,buy
0.270408085489,0.668755084492,0.31903073878,0.627614131599,0.834427213623,0.713709677419,0.909204928313,0.297176787426,0.00190503764008,0.7371120236,0.720329056864,0.288741469661,buy
0.273266360768,0.663866738603,0.326064052455,0.646355880798,0.834509794112,0.865306122449,0.957637579121,0.249865021301,0.00187512266568,0.73622326622,0.714415998414,0.282566017113,buy
0.276246589125,0.658063450123,0.334206379574,0.626635072612,0.834703359136,0.522448979592,0.849805962338,0.36341326,0.00188763627433,0.737484751815,0.710800390256,0.248529034234,strong_buy
0.278975289257,0.656381305072,0.340695153548,0.620885565863,0.835998241596,0.183673469388,0.743258055279,0.467593838234,0.00188661744039,0.739199799266,0.70964553475,0.196330605059,strong_buy
0.280636899953,0.657441874053,0.345366526269,0.633431987431,0.836054587565,0.461224489796,0.830550316484,0.345763953108,0.00189089058199,0.737322261514,0.706505225154,0.19849641599,strong_buy
0.283075961524,0.652201303735,0.351899057898,0.642625093543,0.835079070979,0.695945945946,0.883120969796,0.308066851729,0.00189158842168,0.736606350559,0.704523684059,0.196474708954,buy
0.286422049117,0.642074511334,0.359463783977,0.643724197612,0.836390335421,0.75737704918,0.903899464055,0.289789469242,0.00188755641125,0.735106419528,0.697688723789,0.195326067496,buy
0.290057775271,0.631368738138,0.367781627911,0.61970745081,0.847386603696,0.39263803681,0.742866133552,0.431439183514,0.00188727328073,0.738065890246,0.694053289786,0.188754166966,buy
0.292801719538,0.626868019114,0.373244527984,0.619613026978,0.758938466218,0.450920245399,0.767540595484,0.409734791811,0.00188716179673,0.735987569209,0.687292154704,0.189950217879,buy
0.295644750682,0.620131981003,0.379232033715,0.625699806066,0.864539142419,0.779141104294,0.91575991576,0.205256807581,1.0,0.732493036246,0.68518852814,0.18011205671,buy
0.299371941645,0.609398820826,0.388076428092,0.626526491704,0.868194076354,0.934615384615,0.978287993555,0.228626299807,0.00193418942993,0.735791283348,0.677558968847,0.201843278106,strong_buy
0.302939069193,0.596025433426,0.396720023454,0.618686732558,0.839036225134,0.763440860215,0.91570632792,0.242690477918,0.00188964011223,0.733271784446,0.669592631046,0.235483577089,buy
0.306094605101,0.585396623862,0.404474852233,0.610134854384,0.842647343012,0.962025316456,0.987856520115,0.219294549615,0.00181570191869,0.727200890773,0.666792491222,0.211356767366,buy
0.308960502447,0.578682790212,0.412707125642,0.590328370073,0.852691667298,0.666666666667,0.893407232117,0.312785293286,0.00188483980672,0.732946554746,0.66224950305,0.0376604049419,buy
0.311163279928,0.574598019332,0.419410312123,0.592130668972,0.851665267256,0.712550607287,0.90407250165,0.303135301329,0.00188970442168,0.737602582828,0.655688713355,0.0300237988197,buy
0.313526120825,0.568548639616,0.426623032182,0.594672376832,0.86890162489,0.572347266881,0.820304827034,0.388606658666,0.00187813675728,0.738588442094,0.652465448247,0.0519059890174,buy
0.314943825363,0.564455019434,0.432449606983,0.589218134643,0.841479089184,0.389067524116,0.743292610049,0.418791680688,0.0018904326803,0.738533085199,0.649830697713,0.0695529319431,buy
0.316117623744,0.56324014747,0.437134107001,0.622623616327,0.83578352431,0.688102893891,0.868944121972,0.314271856877,0.00189228932691,0.73749719088,0.64496840908,0.0874943081293,buy
0.318434732237,0.552268756916,0.444229167588,0.6445218622,0.834432127487,0.913183279743,0.963520528796,0.163619488403,0.00188485316484,0.736484636882,0.639935774695,0.118385906947,buy
0.321361606122,0.541616113287,0.453280195334,0.635148821362,0.835360016477,0.551587301587,0.834157465736,0.341369978745,0.00188987376955,0.738200938867,0.632009088585,0.157308861431,buy
0.323145169896,0.535839006167,0.45899980698,0.643864217714,0.835199838828,0.388888888889,0.773984510827,0.36660106102,0.00189332238492,0.738038884449,0.625017347615,0.189244334833,buy
